(109.15921788032188, 136.96322525308415)
(108.45098818768749, 136.19185920738727)
(107.7563285556071, 135.4082503320285)
(107.07545058413395, 134.61263732186234)
(106.40856167529395, 133.80526252831888)
(105.75586496990908, 132.98637188558152)
(105.11755928571858, 132.1562148356728)
(104.49383905681728, 131.315044252472)
(103.88489427442897, 130.46311636468735)
(103.29091042903343, 129.60069067780634)
(102.71206845386396, 128.72802989504768)
(102.14854466979357, 127.84539983733946)
(101.60051073162586, 126.95306936234745)
(101.06813357580731, 126.05131028257851)
(100.5515753695769, 125.14039728258396)
(100.0509934615682, 124.22060783528778)
(99.56654033387966, 123.2922221174658)
(99.09836355562692, 122.3555229244011)
(98.64660573799205, 121.41079558374199)
(98.21140449078254, 120.45832786858817)
(97.79289238051419, 119.49840990983243)
(97.39119689002999, 118.53133410778395)
(97.00644037966762, 117.55739504310026)
(96.63874004998743, 116.57688938705532)
(96.2882079060718, 115.59011581117026)
(95.95495072340745, 114.59737489623542)
(95.63907001536052, 113.59896904075032)
(95.34066200225476, 112.59520236881042)
(71.94018241793836, 24.413619362532366)
(71.94018241793836, 24.413619362532366)
(71.65933799774524, 23.404797631189584)
(71.36092998463948, 22.401030959249677)
(71.04504927659255, 21.402625103764574)
(70.7117920939282, 20.409884188829732)
(70.36125995001257, 19.423110612944686)
(69.99355962033238, 18.442604956899736)
(69.60880310997001, 17.468665892216045)
(69.20710761948581, 16.501590090167564)
(68.78859550921746, 15.54167213141183)
(68.35339426200795, 14.589204416258006)
(67.90163644437308, 13.644477075598896)
(67.43345966612034, 12.707777882534199)
(66.9490065384318, 11.779392164712213)
(66.4484246304231, 10.859602717416031)
(65.93186642419269, 9.948689717421487)
(65.39948926837414, 9.046930637652551)
(64.85145533020643, 8.154600162660547)
(64.28793154613604, 7.2719701049523096)
(63.70908957096657, 6.399309322193652)
(63.11510572557102, 5.536883635312655)
(62.506160943182714, 4.684955747527994)
(61.88244071428141, 3.843785164327201)
(61.24413503009092, 3.0136281144184736)
(60.591438324706054, 2.1947374716811154)
(59.92454941586605, 1.3873626781376487)
(59.24367144439291, 0.5917496679714844)
(58.549011812312514, -0.19185920738725315)
(57.84078211967813, -0.963225253084147)
(57.11919810011488, -1.7221135035492878)
(56.384479555105294, -2.468292794070038)
(55.636850287035536, -3.201535831206151)
(54.87653803102314, -3.9216192620253807)
(54.10377438554656, -4.628323742139138)
(53.31879474189818, -5.321434002516739)
(52.52183821248167, -6.000738915058605)
(51.71314755797624, -6.666031556907761)
(50.892969113389185, -7.317109273480682)
(50.06155271301995, -7.953773740197796)
(49.21915161435825, -8.575831022894981)
(48.36602242093921, -9.183091636897977)
(47.50242500417964, -9.775370604741042)
(46.628622424218506, -10.352487512513079)
(45.7448808497864, -10.914266564813289)
(44.851469477127864, -11.460536638300297)
(43.948660448001725, -11.991131333817854)
(43.03672876678394, -12.505889027081736)
(42.11595221669865, -13.004652917912004)
(41.18661127520284, -13.487271077995878)
(40.24898902854996, -13.953596497166558)
(39.30337108555935, -14.403487128183976)
(38.35004549061678, -14.836805930003742)
(37.38930263593362, -15.253420909521147)
(36.42143517309026, -15.65320516177762)
(35.446737923891874, -16.0360369086171)
(34.46550779056267, -16.40179953578094)
(33.4780436653066, -16.75038162842968)
(32.484646339262056, -17.08167700508111)
(31.485618410877766, -17.395584749954182)
(30.481264193738554, -17.69200924370889)
(29.47188962386831, -17.97086019257292)
(28.457802166539103, -18.232052655845962)
(27.43931072261407, -18.475507071773478)
(26.416725534453427, -18.701149281781973)
(25.39035809141147, -18.90891055306843)
(24.360521034953965, -19.098727599537)
(23.32752806342462, -19.270542601076514)
(22.291693836489333, -19.424303221173105)
(21.25333387928804, -19.55996262285238)
(20.212764486322463, -19.677479482946417)
(19.17030262510998, -19.776818004681225)
(18.126265839632012, -19.857947928580757)
(17.080972153607288, -19.920844541684296)
(16.034739973618525, -19.965488685074178)
(14.987887992122804, -19.991866759711854)
(13.940735090374822, -19.99997073058025)
(12.893600241292399, -19.98979812913135)
(11.846802412294437, -19.9613520540381)
(10.80066046814016, -19.91464117025052)
(9.755493073800011, -19.849679706356326)
(8.711618597387018, -19.766487450246707)
(7.669355013178989, -19.665089743088778)
(6.62901980476028, -19.54551747160641)
(5.590929868313303, -19.4078070586718)
(4.555401416088955, -19.252000452210773)
(3.5227498800851222, -19.078145112424977)
(2.493289815963241, -18.88629399733511)
(1.4673348072313992, -18.676505546649302)
(0.4451973697239513, -18.448843663961924)
(-0.5728111435940182, -18.20337769728782)
(-1.5863806374676308, -17.940182417938367)
(-2.595202368810412, -17.659337997745247)
(-3.598969040750344, -17.36092998463947)
(-4.597374896235397, -17.045049276592557)
(-5.590115811170264, -16.711792093928196)
(-6.57688938705531, -16.361259950012567)
(-7.557395043100286, -15.993559620332363)
(-8.53133410778393, -15.608803109970033)
(-9.498409909832432, -15.207107619485818)
(-10.458327868588167, -14.788595509217458)
(-11.410795583742011, -14.353394262007939)
(-12.355522924401122, -13.901636444373068)
(-13.292222117465776, -13.433459666120363)
(-14.220607835287783, -12.949006538431803)
(-15.140397282583965, -12.448424630423105)
(-16.05131028257853, -11.93186642419267)
(-16.953069362347428, -11.399489268374147)
(-17.845399837339453, -10.851455330206434)
(-18.72802989504769, -10.287931546136043)
(-19.60069067780637, -9.709089570966555)
(-20.463116364687366, -9.115105725571006)
(-21.315044252471978, -8.506160943182728)
(-22.15621483567279, -7.882440714281415)
(-22.986371885581526, -7.244135030090931)
(-23.8052625283189, -6.59143832470604)
(-24.612637321862323, -5.924549415866075)
(-25.40825033202851, -5.243671444392909)
(-26.191859207387253, -4.549011812312521)
(-26.963225253084154, -3.840782119678117)
(-27.72211350354928, -3.119198100114879)
(-28.468292794070038, -2.384479555105294)
(-29.201535831206144, -1.6368502870355357)
(-29.92161926202538, -0.876538031023145)
(-30.62832374213913, -0.10377438554655782)
(-31.32143400251674, 0.6812052581018193)
(-32.000738915058605, 1.4781617875183315)
(-32.666031556907754, 2.2868524420237577)
(-33.317109273480696, 3.1070308866108363)
(-33.95377374019779, 3.9384472869800433)
(-34.575831022894974, 4.780848385641747)
(-35.18309163689797, 5.633977579060783)
(-35.775370604741035, 6.497574995820358)
(-36.35248751251308, 7.371377575781494)
(-36.91426656481329, 8.255119150213595)
(-37.4605366383003, 9.148530522872132)
(-37.991131333817854, 10.051339551998272)
(-38.50588902708174, 10.963271233216084)
(-39.004652917912004, 11.884047783301344)
(-39.48727107799587, 12.813388724797154)
(-39.95359649716656, 13.751010971450036)
(-40.403487128183976, 14.696628914440652)
(-40.836805930003734, 15.649954509383214)
(-41.25342090952115, 16.610697364066382)
(-41.65320516177761, 17.578564826909727)
(-42.0360369086171, 18.55326207610812)
(-42.40179953578094, 19.534492209437346)
(-42.75038162842968, 20.521956334693396)
(-43.08167700508112, 21.51535366073795)
(-43.39558474995418, 22.51438158912223)
(-43.69200924370889, 23.518735806261457)
(-43.97086019257292, 24.528110376131686)
(-44.23205265584596, 25.54219783346089)
(-44.47550707177348, 26.56068927738591)
(-44.70114928178197, 27.583274465546566)
(-44.90891055306843, 28.60964190858854)
(-45.098727599537, 29.63947896504603)
(-45.270542601076514, 30.67247193657539)
(-45.424303221173105, 31.708306163510663)
(-45.55996262285238, 32.74666612071197)
(-45.67747948294642, 33.78723551367754)
(-45.776818004681225, 34.82969737489002)
(-45.85794792858076, 35.873734160367974)
(-45.920844541684296, 36.91902784639271)
(-45.96548868507418, 37.965260026381486)
(-45.991866759711854, 39.01211200787719)
(-45.99997073058025, 40.059264909625185)
(-45.98979812913135, 41.106399758707596)
(-45.9613520540381, 42.15319758770557)
(-45.91464117025052, 43.199339531859835)
(-45.849679706356326, 44.24450692619998)
(-45.76648745024671, 45.28838140261296)
(-45.665089743088785, 46.33064498682101)
(-45.54551747160641, 47.37098019523973)
(-45.4078070586718, 48.40907013168669)
(-45.25200045221077, 49.44459858391105)
(-45.078145112424984, 50.47725011991487)
(-44.88629399733511, 51.50671018403676)
(-44.6765055466493, 52.5326651927686)
(-44.448843663961924, 53.55480263027604)
(-44.20337769728783, 54.572811143594)
(-43.94018241793837, 55.58638063746763)
(-43.65933799774525, 56.59520236881042)
(-43.36092998463947, 57.59896904075034)
(-43.04504927659256, 58.59737489623541)
(-42.711792093928196, 59.590115811170264)
(-42.36125995001257, 60.57688938705532)
(-41.99355962033237, 61.557395043100286)
(-41.60880310997003, 62.53133410778393)
(-41.207107619485825, 63.49840990983242)
(-40.78859550921746, 64.45832786858816)
(-40.353394262007946, 65.410795583742)
(-39.90163644437307, 66.35552292440111)
(-39.43345966612036, 67.29222211746578)
(-38.9490065384318, 68.22060783528778)
(-38.4484246304231, 69.14039728258398)
(-37.93186642419267, 70.05131028257853)
(-37.39948926837414, 70.95306936234743)
(-36.85145533020644, 71.84539983733944)
(-36.28793154613604, 72.72802989504768)
(-35.70908957096656, 73.60069067780636)
(-35.115105725571006, 74.46311636468737)
(-34.50616094318273, 75.31504425247198)
(-33.882440714281415, 76.15621483567278)
(-33.24413503009092, 76.98637188558152)
(-32.59143832470605, 77.80526252831889)
(-31.924549415866075, 78.61263732186234)
(-31.243671444392916, 79.4082503320285)
(-30.549011812312514, 80.19185920738725)
(-29.84078211967813, 80.96322525308415)
(-29.11919810011488, 81.72211350354928)
(-28.384479555105287, 82.46829279407004)
(-27.636850287035536, 83.20153583120614)
(-26.876538031023138, 83.92161926202539)
(-26.103774385546565, 84.62832374213912)
(-25.31879474189818, 85.32143400251674)
(-24.521838212481683, 86.0007389150586)
(-23.713147557976242, 86.66603155690775)
(-22.892969113389178, 87.3171092734807)
(-22.061552713019957, 87.95377374019779)
(-21.219151614358246, 88.57583102289499)
(-20.366022420939217, 89.18309163689797)
(-19.502425004179635, 89.77537060474106)
(-18.628622424218513, 90.35248751251308)
(-17.744880849786398, 90.91426656481329)
(-16.85146947712788, 91.46053663830028)
(-15.948660448001728, 91.99113133381786)
(-15.03672876678393, 92.50588902708174)
(-14.115952216698659, 93.00465291791201)
(-13.186611275202836, 93.48727107799587)
(-12.248989028549968, 93.95359649716656)
(-11.303371085559341, 94.40348712818397)
(-10.350045490616793, 94.83680593000373)
(-9.389302635933614, 95.25342090952114)
(-8.42143517309027, 95.6532051617776)
(-7.446737923891881, 96.03603690861709)
(-6.465507790562654, 96.40179953578094)
(-5.478043665306604, 96.75038162842968)
(-4.484646339262053, 97.0816770050811)
(-3.4856184108777732, 97.39558474995418)
(-2.48126419373855, 97.6920092437089)
(-1.4718896238683232, 97.97086019257293)
(-0.4578021665391052, 98.23205265584596)
(0.5606892773859151, 98.47550707177348)
(1.5832744655465696, 98.70114928178197)
(2.6096419085885394, 98.90891055306844)
(3.6394789650460275, 99.098727599537)
(4.672471936575388, 99.27054260107651)
(5.708306163510658, 99.4243032211731)
(6.746666120711965, 99.55996262285238)
(7.787235513677526, 99.67747948294641)
(8.829697374890024, 99.77681800468122)
(9.873734160367974, 99.85794792858076)
(10.91902784639271, 99.92084454168429)
(11.965260026381486, 99.96548868507418)
(13.01211200787719, 99.99186675971185)
(14.059264909625185, 99.99997073058026)
(15.106399758707594, 99.98979812913134)
(16.153197587705566, 99.9613520540381)
(17.199339531859827, 99.91464117025052)
(18.24450692619999, 99.84967970635633)
(19.28838140261297, 99.7664874502467)
(20.330644986821007, 99.66508974308879)
(21.37098019523973, 99.54551747160642)
(22.40907013168669, 99.4078070586718)
(23.444598583911052, 99.25200045221078)
(24.47725011991487, 99.07814511242498)
(25.506710184036763, 98.88629399733512)
(26.53266519276859, 98.67650554664931)
(27.55480263027605, 98.44884366396192)
(28.572811143594006, 98.20337769728783)
(29.58638063746763, 97.94018241793836)
(30.59520236881042, 97.65933799774524)
(31.59896904075034, 97.36092998463947)
(32.5973748962354, 97.04504927659255)
(33.59011581117026, 96.7117920939282)
(34.57688938705532, 96.36125995001257)
(35.55739504310027, 95.99355962033238)
(36.531334107783934, 95.60880310997004)
(37.49840990983242, 95.20710761948583)
(38.45832786858817, 94.78859550921746)
(39.410795583742, 94.35339426200795)
(40.355522924401114, 93.90163644437307)
(41.29222211746578, 93.43345966612037)
(42.22060783528778, 92.9490065384318)
(43.140397282583976, 92.4484246304231)
(44.05131028257853, 91.93186642419266)
(44.95306936234743, 91.39948926837414)
(121.15460016266056, 45.14854466979356)
(121.15460016266056, 45.14854466979356)
(122.04693063765257, 44.60051073162585)
(122.94868971742147, 44.06813357580733)
(123.85960271741602, 43.551575369576895)
(124.77939216471222, 43.0509934615682)
(125.70777788253422, 42.56654033387964)
(126.64447707559889, 42.09836355562693)
(127.589204416258, 41.646605737992054)
(128.54167213141184, 41.21140449078254)
(129.50159009016758, 40.792892380514175)
(130.46866589221605, 40.39119689002997)
(131.44260495689971, 40.00644037966763)
(132.4231106129447, 39.63874004998743)
(133.40988418882975, 39.288207906071804)
(134.4026251037646, 38.95495072340744)
(135.40103095924965, 38.63907001536053)
(136.40479763118958, 38.34066200225475)
(137.41361936253236, 38.05981758206163)
(138.427188856406, 37.79662230271217)
(139.44519736972396, 37.551156336038076)
(140.4673348072314, 37.3234944533507)
(141.49328981596324, 37.11370600266489)
(142.52274988008514, 36.921854887575016)
(143.55540141608896, 36.74799954778923)
(144.5909298683133, 36.5921929413282)
(145.62901980476028, 36.45448252839359)
(146.669355013179, 36.334910256911215)
(147.71161859738703, 36.23351254975329)
(148.7554930738, 36.150320293643674)
(149.80066046814017, 36.08535882974948)
(150.84680241229444, 36.0386479459619)
(151.8936002412924, 36.01020187086865)
(152.94073509037483, 36.00002926941975)
(153.9878879921228, 36.008133240288146)
(155.0347399736185, 36.03451131492582)
(156.0809721536073, 36.079155458315704)
(157.12626583963203, 36.14205207141924)
(158.17030262510997, 36.223181995318775)
(159.21276448632247, 36.32252051705358)
(160.25333387928802, 36.44003737714762)
(161.29169383648934, 36.575696778826895)
(162.3275280634246, 36.729457398923486)
(163.36052103495396, 36.901272400463)
(164.39035809141146, 37.09108944693157)
(165.41672553445343, 37.29885071821803)
(166.4393107226141, 37.52449292822652)
(167.4578021665391, 37.76794734415404)
(168.47188962386832, 38.02913980742708)
(169.48126419373855, 38.30799075629111)
(170.48561841087778, 38.60441525004582)
(171.48464633926204, 38.91832299491889)
(172.47804366530661, 39.24961837157032)
(173.46550779056264, 39.59820046421906)
(174.44673792389187, 39.9639630913829)
